Date,GLD,HYG,IEF,IWM,LQD,QQQ,SPY,TLT,USO,XLF
2022-04-05,179.24000549316406,65.29701232910156,93.29263305664062,193.0779266357422,101.8482894897461,352.5450744628906,427.9634704589844,111.67091369628906,74.80000305175781,35.42880630493164
2022-04-06,179.66000366210938,64.7842788696289,92.9648666381836,190.33851623535156,101.25109100341797,344.8907775878906,423.68408203125,110.76704406738281,73.05000305175781,35.1851806640625
2022-04-07,180.33999633789062,64.68010711669922,92.73454284667969,189.72024536132812,100.7818603515625,345.71087646484375,425.8190002441406,109.93270874023438,73.11000061035156,35.14769744873047
2022-04-08,181.47000122070312,64.28753662109375,92.2649917602539,188.20787048339844,99.98844909667969,340.8782043457031,424.6803894042969,108.74205780029297,74.11000061035156,35.50376892089844
2022-04-11,182.3699951171875,63.84690475463867,91.82202911376953,186.94284057617188,99.01585388183594,332.8138427734375,417.4216613769531,107.021240234375,72.30000305175781,35.344478607177734
2022-04-12,183.77000427246094,64.3355941772461,92.2649917602539,187.53256225585938,99.08407592773438,331.4081115722656,415.875,106.87346649169922,75.9800033569336,34.960304260253906
2022-04-13,184.64999389648438,64.72016143798828,92.46876525878906,191.09947204589844,99.5959701538086,338.1445007324219,420.6382751464844,107.09072875976562,78.41999816894531,34.960304260253906
2022-04-14,184.0399932861328,64.28753662109375,91.63603973388672,189.24468994140625,98.43569946289062,330.4121398925781,415.4005432128906,104.9440689086914,79.56999969482422,34.56675720214844
2022-04-18,184.61000061035156,64.1833724975586,91.3702392578125,187.97010803222656,97.6849365234375,330.666015625,415.5714111328125,104.42261505126953,80.41000366210938,34.772891998291016
2022-04-19,181.82000732421875,64.12728118896484,90.76783752441406,191.71771240234375,96.90858459472656,338.0566711425781,422.27972412109375,103.6404037475586,76.86000061035156,35.250770568847656
2022-04-20,182.7100067138672,64.32760620117188,91.4765625,192.45008850097656,97.91529846191406,333.1263122558594,421.9666748046875,105.72625732421875,77.23999786376953,35.4943962097168
2022-04-21,182.05999755859375,63.88692855834961,90.97160339355469,188.1413116455078,96.87448120117188,326.2335510253906,415.65679931640625,104.9440689086914,78.12000274658203,34.93217849731445
2022-04-22,180.2899932861328,63.50236511230469,91.01591491699219,183.27134704589844,96.76353454589844,317.69085693359375,404.25146484375,104.28353881835938,76.30999755859375,33.892086029052734
2022-04-25,177.0500030517578,64.03913879394531,91.60057067871094,184.38418579101562,97.83849334716797,321.7718200683594,406.59521484375,105.32648468017578,74.6500015258789,33.94831848144531
2022-04-26,177.32000732421875,63.66260528564453,92.21185302734375,178.57260131835938,97.78730010986328,309.6265563964844,394.8198547363281,106.38676452636719,76.45999908447266,33.09562301635742
2022-04-27,175.97999572753906,63.350128173828125,91.69802856445312,177.83065795898438,96.84886169433594,309.2555847167969,395.9300231933594,105.02230072021484,76.37000274658203,33.06751251220703
2022-04-28,176.92999267578125,63.702640533447266,91.56515502929688,181.1502227783203,97.13892364501953,320.239013671875,405.9308776855469,105.17874145507812,78.08000183105469,33.48917007446289
2022-04-29,176.91000366210938,62.91748046875,91.07791900634766,175.91880798339844,96.06397247314453,305.8287353515625,390.9295349121094,103.814208984375,77.16000366210938,32.33662796020508
2022-05-02,173.6300048828125,62.92152786254883,90.3993911743164,177.76405334472656,95.4944839477539,310.934814453125,393.28271484375,102.01473999023438,78.37999725341797,32.34600830078125
2022-05-03,174.08999633789062,63.25126647949219,90.50582885742188,179.28594970703125,96.11011505126953,311.2666931152344,395.08544921875,102.7025146484375,76.69000244140625,32.76766586303711
2022-05-04,175.8000030517578,63.894744873046875,91.09121704101562,184.0703125,97.05072021484375,321.7913818359375,407.1170654296875,103.26837158203125,80.22000122070312,33.7702751159668
2022-05-05,175.1300048828125,62.760650634765625,90.17765045166016,176.6036376953125,95.56291198730469,305.58465576171875,392.64691162109375,100.43900299072266,80.4800033569336,32.78640365600586
2022-05-06,175.4199981689453,62.40674591064453,89.6632080078125,173.66452026367188,94.75056457519531,301.9234619140625,390.30322265625,98.95899963378906,82.12999725341797,32.552154541015625
2022-05-09,172.8800048828125,61.74724578857422,90.32840728759766,166.35952758789062,95.08405303955078,290.110107421875,377.80682373046875,99.82958221435547,76.56999969482422,31.774417877197266
2022-05-10,171.4199981689453,62.101112365722656,90.62998962402344,166.4071044921875,95.48592376708984,293.6346740722656,378.6796875,100.73497772216797,74.52999877929688,31.49331283569336
2022-05-11,172.82000732421875,61.73113250732422,91.18875885009766,162.26953125,95.93054962158203,284.9259338378906,372.66400146484375,102.67640686035156,78.18000030517578,31.202836990356445
